state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
MI,122,area_code_510,False,False,0,144.2,87,212.2,74,169.3,87,9.5,4,0,False
AK,173,area_code_510,False,False,0,172.5,78,142.6,91,102.0,63,10.9,2,0,False
NC,115,area_code_415,True,False,0,180.0,119,198.8,126,217.1,70,12.4,3,1,False
KY,129,area_code_415,False,False,0,130.2,94,195.2,126,195.5,68,7.6,5,2,False
WV,94,area_code_415,False,False,0,85.9,113,226.7,91,279.6,110,15.6,16,0,False
OR,194,area_code_415,False,False,0,258.3,76,306.0,88,241.8,106,13.6,4,1,True
TN,92,area_code_510,False,True,25,79.8,99,313.6,120,135.5,104,9.3,8,2,False
MA,83,area_code_510,False,False,0,268.7,81,145.5,100,185.6,86,9.4,6,0,False
MA,80,area_code_408,False,False,0,148.6,106,210.8,65,203.7,86,10.0,2,2,False
NY,122,area_code_510,False,False,0,145.6,102,284.7,111,228.2,91,12.2,5,0,False
VA,88,area_code_415,False,False,0,294.3,83,172.1,104,177.3,105,5.8,7,2,True
OH,65,area_code_408,False,False,0,187.9,116,157.6,117,227.3,86,7.5,6,1,False
CT,34,area_code_510,False,True,26,193.4,91,198.3,94,257.2,94,9.5,5,2,False
FL,144,area_code_510,False,False,0,278.5,95,240.7,90,120.0,90,11.6,5,1,True
WA,166,area_code_408,False,False,0,274.3,110,52.9,109,246.1,119,10.9,5,0,False
OK,92,area_code_510,False,False,0,176.3,85,93.4,125,207.2,107,9.6,1,2,False
UT,126,area_code_408,False,False,0,211.6,70,216.9,80,153.5,60,7.8,1,1,False
ND,81,area_code_415,False,False,0,234.1,105,237.4,88,240.6,85,11.4,4,1,False
NV,91,area_code_408,False,False,0,133.7,75,195.3,87,280.5,89,5.9,2,0,False
HI,24,area_code_415,False,False,0,241.9,104,145.2,112,214.5,105,6.6,5,1,False
MN,79,area_code_510,False,False,0,121.3,112,282.8,107,123.1,83,7.4,4,1,False
UT,81,area_code_415,False,False,0,129.9,121,230.1,105,140.5,123,13.3,3,0,False
TN,130,area_code_415,False,True,12,141.9,92,228.9,102,195.1,101,8.7,5,0,False
AR,80,area_code_415,False,True,34,243.4,96,102.3,115,217.8,95,12.2,3,1,False
PA,140,area_code_415,False,False,0,220.1,100,182.2,112,250.3,98,11.6,8,1,False
PA,137,area_code_415,False,True,25,174.6,88,243.8,118,259.7,103,12.2,3,3,False
OK,110,area_code_510,False,False,0,281.2,78,302.3,89,188.4,92,8.5,4,0,True
WY,113,area_code_510,False,False,0,155.0,93,330.6,106,189.4,123,13.5,3,1,False
WI,87,area_code_415,False,False,0,238.0,97,164.5,97,282.5,132,10.6,6,2,False
DE,31,area_code_408,False,False,0,229.1,120,172.4,79,243.6,102,11.0,4,3,False
WY,142,area_code_415,False,False,0,131.7,85,239.6,118,235.1,77,8.9,3,1,False
VT,155,area_code_510,False,False,0,223.8,109,233.4,68,201.6,111,8.8,8,1,False
MD,79,area_code_415,False,False,0,213.4,107,176.2,82,180.1,125,7.9,4,0,False
DE,145,area_code_415,False,False,0,189.3,113,203.7,92,218.3,103,14.2,3,5,False
MO,92,area_code_415,False,False,0,154.0,122,329.8,88,288.0,117,5.6,2,3,True
NJ,128,area_code_415,False,False,0,237.9,125,247.6,93,208.9,68,13.9,4,1,True
ID,65,area_code_408,False,False,0,96.0,95,117.0,82,172.9,114,6.7,3,3,False
OR,88,area_code_408,False,False,0,192.6,96,184.0,92,173.6,113,8.8,6,2,False
UT,78,area_code_415,False,False,0,193.1,85,172.1,105,129.6,119,10.2,1,0,False
HI,118,area_code_415,False,False,0,253.2,122,201.0,78,195.3,108,9.7,7,2,False
HI,90,area_code_408,False,False,0,193.8,90,206.6,98,153.3,120,10.1,9,3,False
NE,46,area_code_408,False,False,0,210.2,92,227.3,77,200.1,116,13.1,7,1,False
NE,61,area_code_408,False,False,0,267.1,104,180.4,131,230.6,106,17.3,4,1,True
MT,49,area_code_415,True,False,0,157.6,101,256.4,69,260.8,107,9.8,4,1,False
OK,79,area_code_510,False,False,0,147.0,72,165.7,102,243.2,107,8.4,9,1,False
DC,53,area_code_415,False,True,22,76.1,115,171.2,119,246.3,126,6.0,2,0,False
HI,131,area_code_415,False,True,30,174.0,118,205.3,81,218.2,90,6.7,3,1,False
FL,119,area_code_415,False,False,0,109.2,96,153.1,80,240.0,102,9.8,5,2,False
TN,127,area_code_408,False,True,22,166.0,114,174.5,103,244.9,68,10.2,6,1,False
MN,113,area_code_408,False,False,0,198.6,115,258.0,106,245.8,104,10.2,6,1,True
OK,112,area_code_415,False,False,0,166.0,79,74.6,100,247.9,74,6.3,7,0,False
MN,62,area_code_415,False,False,0,248.7,109,220.0,118,265.7,78,13.2,2,1,True
AL,102,area_code_415,False,False,0,123.1,106,182.0,102,244.6,75,12.6,7,2,False
VT,48,area_code_415,False,False,0,197.7,64,136.7,126,244.4,81,13.2,5,4,False
IL,87,area_code_408,True,True,36,171.2,138,185.8,102,227.6,97,10.8,3,1,False
CA,125,area_code_510,True,False,0,158.7,112,155.7,126,246.0,110,8.3,1,2,True
WV,161,area_code_415,False,False,0,191.9,113,70.9,87,204.8,107,13.4,4,4,True
MI,74,area_code_415,False,False,0,124.8,114,133.0,121,160.3,85,10.6,7,3,False
OR,51,area_code_510,False,False,0,51.8,107,230.2,104,227.5,118,10.4,4,2,False
MN,78,area_code_415,False,False,0,241.3,113,146.6,97,129.0,131,11.8,6,3,False
MO,89,area_code_415,False,False,0,178.7,81,233.7,74,131.9,120,9.1,4,1,False
OR,159,area_code_408,False,False,0,180.1,103,193.4,148,251.2,109,13.4,5,0,False
IA,42,area_code_415,False,False,0,155.4,127,164.1,45,157.7,128,9.0,3,0,False
MN,59,area_code_408,False,True,32,211.9,120,202.9,136,213.5,95,8.8,5,1,False
MO,154,area_code_415,False,False,0,162.0,87,199.5,147,243.0,66,1.1,5,1,False
AK,121,area_code_408,False,True,34,245.0,95,216.9,66,112.4,125,7.5,8,0,False
CO,86,area_code_408,False,False,0,171.8,106,301.7,44,139.4,108,9.7,5,1,False
NC,139,area_code_415,True,False,0,185.1,101,266.7,75,207.9,95,9.0,3,3,False
MI,115,area_code_415,False,True,26,155.2,110,230.9,133,261.6,100,4.5,4,0,False
WA,132,area_code_415,False,False,0,240.1,115,180.4,91,133.4,122,8.0,6,3,False
DC,78,area_code_415,True,False,0,176.6,107,179.4,98,178.2,80,16.6,5,2,True
FL,105,area_code_408,False,False,0,181.9,70,233.5,83,194.6,80,8.1,9,1,False
IL,143,area_code_415,False,True,26,119.6,133,247.0,136,227.3,54,13.0,3,1,False
LA,91,area_code_408,False,False,0,147.2,121,175.2,87,136.3,80,13.3,3,2,False
IA,128,area_code_408,False,False,0,158.8,75,264.8,91,270.0,77,7.6,7,1,False
VT,95,area_code_510,True,True,41,136.8,91,200.8,61,133.7,67,10.3,9,5,True
ME,75,area_code_408,True,False,0,211.3,61,105.6,119,175.9,63,9.7,4,4,True
NV,69,area_code_510,True,True,33,271.5,98,253.4,102,165.4,85,8.2,2,1,True
NM,72,area_code_415,False,False,0,190.7,111,241.6,103,278.1,95,4.4,3,1,False
WI,111,area_code_415,False,True,36,166.2,54,238.8,109,108.8,92,11.2,2,3,False
GA,93,area_code_415,False,False,0,179.5,121,191.9,131,165.5,125,12.0,4,0,False
MA,108,area_code_415,False,False,0,178.3,137,189.0,76,129.1,102,14.6,5,0,False
NC,43,area_code_415,False,False,0,165.8,96,132.0,105,323.2,62,10.7,6,0,False
MI,51,area_code_415,False,False,0,229.7,129,336.0,104,192.8,128,9.6,1,1,True
MI,53,area_code_510,False,True,37,167.3,99,194.7,99,236.7,112,12.0,9,2,False
RI,95,area_code_408,False,False,0,160.0,133,215.3,98,188.9,87,9.1,4,0,False
MT,117,area_code_510,False,False,0,180.6,134,216.6,96,101.0,122,10.6,6,4,True
IN,88,area_code_415,False,False,0,183.5,93,170.5,80,193.8,88,8.3,5,3,False
ME,52,area_code_510,False,False,0,129.3,80,142.7,101,258.3,89,12.3,4,3,False
NM,118,area_code_415,False,True,42,148.7,105,167.3,105,270.6,105,10.4,7,0,False
NY,137,area_code_510,False,False,0,109.8,120,230.5,86,255.8,103,11.9,6,1,False
MA,169,area_code_408,False,True,22,149.1,103,207.2,91,265.4,92,11.4,7,2,False
OH,29,area_code_408,False,False,0,196.8,81,168.0,110,132.6,98,12.7,7,2,False
MN,134,area_code_415,False,False,0,244.1,99,246.9,111,200.0,133,7.2,2,0,False
WA,13,area_code_510,False,True,25,176.6,65,172.7,96,104.5,128,11.3,5,2,False
ME,131,area_code_510,True,True,26,292.9,101,199.7,97,255.3,127,13.8,7,4,True
KS,67,area_code_408,False,False,0,201.4,101,97.6,122,202.5,119,7.0,3,0,False
DE,129,area_code_510,False,False,0,334.3,118,192.1,104,191.0,83,10.4,6,0,True
KY,115,area_code_510,False,False,0,99.7,107,145.1,96,149.4,99,14.1,4,2,False
OK,46,area_code_415,False,False,0,164.2,116,196.2,153,236.1,119,8.1,1,1,False
CT,107,area_code_408,False,False,0,103.4,94,189.3,125,227.2,125,14.4,3,1,False
GA,107,area_code_408,False,False,0,114.9,119,239.7,91,165.3,112,12.6,5,2,False
IN,185,area_code_415,False,False,0,89.4,77,288.9,128,162.9,93,10.4,2,3,False
MI,164,area_code_415,False,False,0,215.6,90,171.6,99,110.4,105,11.3,6,1,False
WV,88,area_code_510,False,False,0,131.5,99,174.8,128,184.2,83,7.9,2,5,True
KY,57,area_code_415,False,True,29,279.9,121,223.1,109,251.7,94,13.0,2,1,False
TX,130,area_code_415,False,False,0,159.9,70,236.8,127,227.9,95,9.0,1,1,False
TX,79,area_code_415,False,False,0,144.0,90,135.8,91,212.4,129,13.0,4,1,False
IA,158,area_code_415,False,False,0,158.0,106,292.5,114,241.1,89,9.1,4,1,False
HI,56,area_code_415,False,False,0,158.2,85,197.9,91,159.9,133,7.7,7,1,False
AR,185,area_code_415,False,True,19,157.3,123,257.7,94,190.4,107,9.6,6,0,False
MI,147,area_code_415,False,False,0,130.6,83,208.1,144,204.6,72,15.6,3,3,False
WA,184,area_code_408,False,False,0,151.7,93,178.5,77,229.1,111,13.1,8,2,False
OR,136,area_code_415,False,True,23,235.6,65,177.7,81,138.7,105,11.3,5,1,False
NJ,93,area_code_510,True,True,38,225.7,117,119.6,122,193.2,125,14.0,7,1,True
TX,32,area_code_408,False,False,0,157.9,88,180.8,132,132.5,102,12.8,3,1,False
AZ,60,area_code_415,False,False,0,98.2,88,180.5,69,223.6,69,9.3,2,2,False
MS,162,area_code_415,True,False,0,172.1,138,165.9,93,279.0,81,9.2,6,2,False
MO,110,area_code_415,False,False,0,178.5,124,146.9,141,217.1,102,9.9,7,1,False
KY,102,area_code_415,True,False,0,209.8,85,165.7,100,230.1,92,8.7,6,0,False
TX,104,area_code_510,False,False,0,111.9,105,197.7,121,302.8,108,10.1,5,1,False
AL,132,area_code_408,False,False,0,222.4,85,165.4,76,208.4,97,11.2,4,0,False
WV,30,area_code_510,False,False,0,162.3,96,244.0,122,180.1,89,9.1,4,2,False
MD,103,area_code_415,True,False,0,133.2,90,236.8,70,214.1,120,12.5,2,1,True
MS,124,area_code_415,False,False,0,251.5,85,214.2,98,186.1,71,11.1,6,3,False
FL,100,area_code_415,False,False,0,303.0,93,175.6,89,135.2,102,10.4,5,1,True
PA,128,area_code_408,True,False,0,245.2,112,101.5,101,152.3,116,10.7,5,0,False
WA,56,area_code_408,False,False,0,210.4,80,176.6,96,149.7,56,15.5,4,1,False
WY,104,area_code_415,False,False,0,138.7,100,215.4,58,164.3,98,4.9,4,2,False
OK,127,area_code_510,False,True,27,2.6,113,254.0,102,242.7,156,9.2,5,3,False
GA,71,area_code_415,False,False,0,258.4,132,126.8,119,182.4,87,9.7,8,4,False
MI,120,area_code_415,False,False,0,150.6,85,119.0,128,232.9,123,6.4,2,1,False
MD,133,area_code_415,False,False,0,173.1,126,200.0,98,231.0,103,10.8,1,1,False
MD,85,area_code_510,True,False,0,216.0,73,188.2,117,147.1,98,3.6,7,2,False
MD,47,area_code_415,True,True,31,140.6,114,264.6,44,238.7,121,9.7,4,2,False
MN,116,area_code_408,False,False,0,197.9,84,168.1,113,239.8,145,12.0,6,1,False
TX,47,area_code_408,False,True,28,112.2,70,154.8,106,166.7,105,10.6,2,0,False
NH,13,area_code_415,False,False,0,193.2,89,194.4,90,186.5,104,9.7,2,4,False
TX,169,area_code_408,False,False,0,266.7,105,158.2,88,287.7,111,13.8,3,3,True
MA,88,area_code_415,False,False,0,264.8,124,245.4,112,160.5,115,14.8,2,1,True
OH,107,area_code_415,False,True,26,161.6,123,195.5,103,254.4,103,13.7,3,1,False
ND,90,area_code_510,False,False,0,169.4,127,157.2,111,172.4,103,10.7,2,1,False
ID,169,area_code_415,False,False,0,235.7,79,136.9,85,220.9,97,13.3,10,1,False
MO,86,area_code_415,False,False,0,83.5,96,221.1,63,349.7,75,12.6,3,0,False
WY,106,area_code_415,True,True,26,270.3,111,215.2,90,254.0,133,14.4,7,1,True
LA,118,area_code_408,False,False,0,187.4,97,177.8,89,233.4,97,12.2,6,1,False
UT,140,area_code_415,False,False,0,160.5,123,185.9,110,150.4,94,10.7,5,1,False
OH,69,area_code_510,False,False,0,221.6,88,231.8,87,211.7,116,8.6,9,1,False
FL,41,area_code_415,False,True,41,207.3,95,137.3,120,115.7,74,5.9,3,1,False
NC,104,area_code_415,False,True,18,182.1,66,213.6,65,193.0,108,13.4,9,2,False
ID,67,area_code_415,False,False,0,234.3,111,206.4,87,157.3,101,5.8,10,3,False
ID,55,area_code_510,False,True,8,222.5,104,171.5,94,377.5,114,9.7,2,1,False
AL,172,area_code_408,False,False,0,270.0,102,256.6,111,168.5,104,12.0,5,2,True
NE,70,area_code_415,False,False,0,213.4,86,204.7,77,256.6,101,5.7,4,1,False
LA,143,area_code_415,False,False,0,178.2,109,254.6,93,241.3,139,8.5,7,0,False
OR,99,area_code_408,False,False,0,256.4,44,214.5,105,233.7,75,7.9,1,3,True
RI,90,area_code_510,False,True,19,214.0,57,245.3,105,205.6,68,10.3,2,1,False
NE,112,area_code_415,True,True,16,200.3,72,197.8,91,151.1,92,10.4,3,1,False
OK,103,area_code_415,False,False,0,278.4,121,252.2,139,202.3,96,13.7,1,1,True
NJ,64,area_code_510,False,False,0,162.6,83,152.3,109,57.5,122,14.2,3,1,False
NV,37,area_code_415,False,False,0,233.7,114,207.9,109,212.7,101,12.0,2,2,False
AL,91,area_code_510,False,True,39,160.8,97,119.3,54,147.9,101,10.3,3,3,False
OK,194,area_code_408,False,False,0,162.3,88,213.7,118,192.1,81,10.9,2,0,False
VA,136,area_code_415,False,True,35,205.5,86,298.5,119,214.2,104,6.9,4,1,False
NV,81,area_code_415,False,True,28,167.9,147,190.7,105,193.0,103,9.2,6,4,True
NY,39,area_code_408,False,False,0,160.4,68,102.6,103,235.3,106,9.1,5,2,False
CT,142,area_code_510,False,True,38,231.2,125,174.8,121,171.2,87,12.4,2,4,False
NV,105,area_code_408,False,False,0,166.1,93,175.9,106,243.5,55,16.2,3,2,False
HI,132,area_code_415,False,False,0,140.3,144,294.8,89,153.5,126,11.7,4,2,False
ME,28,area_code_415,False,False,0,236.8,102,167.1,87,280.2,115,9.7,3,3,False
WY,109,area_code_415,False,False,0,137.0,128,217.0,116,182.1,86,10.0,5,2,False
PA,97,area_code_510,True,False,0,145.0,103,294.3,93,239.8,120,11.0,2,4,True
OK,52,area_code_408,False,False,0,214.7,68,158.6,138,123.4,114,9.4,4,2,False
HI,92,area_code_510,False,False,0,222.4,105,164.0,129,233.3,113,9.9,8,1,False
NE,86,area_code_408,False,False,0,113.1,77,294.4,126,101.4,94,13.4,3,1,False
UT,103,area_code_510,False,True,36,87.2,92,169.3,110,166.7,80,10.9,5,6,True
CT,67,area_code_415,False,False,0,115.5,70,252.2,143,208.9,91,7.5,6,0,False
KY,105,area_code_415,False,True,24,274.7,99,193.5,118,299.6,109,10.8,3,3,False
NY,93,area_code_408,False,False,0,162.9,103,243.6,97,172.4,111,7.0,5,4,False
OR,103,area_code_510,True,False,0,171.7,78,144.5,86,157.9,106,6.8,3,3,False
VT,100,area_code_415,False,True,25,215.9,90,257.9,92,180.2,157,11.6,4,1,False
NM,87,area_code_415,False,False,0,168.2,92,224.7,100,169.5,99,12.9,3,1,False
RI,33,area_code_415,False,False,0,184.4,111,203.8,110,237.4,100,9.3,5,3,False
TN,114,area_code_415,True,False,0,200.7,72,271.2,79,188.2,97,13.4,7,2,True
SD,52,area_code_510,True,False,0,251.4,118,196.6,80,192.0,53,11.0,2,0,True
FL,64,area_code_408,False,True,31,228.6,88,248.5,109,167.1,124,9.0,1,3,False
IN,81,area_code_408,False,False,0,175.5,67,249.3,85,270.2,98,10.2,3,1,False
UT,157,area_code_408,False,False,0,229.8,90,147.9,121,241.4,108,9.6,7,3,False
IN,161,area_code_510,False,True,38,240.4,112,201.8,102,206.1,112,16.1,6,0,False
MI,91,area_code_415,False,False,0,154.4,165,168.3,121,239.9,81,11.7,4,5,True
SD,93,area_code_415,False,False,0,176.1,103,199.7,130,263.9,96,8.5,6,2,False
NV,144,area_code_415,True,False,0,150.0,69,285.9,73,190.6,121,9.4,15,0,False
PA,141,area_code_510,False,False,0,146.5,121,169.9,125,238.8,112,8.2,5,0,False
CO,54,area_code_510,False,True,39,117.6,82,159.2,60,236.4,113,11.3,10,2,False
MI,62,area_code_408,False,False,0,119.3,94,224.0,81,156.7,78,12.1,6,5,True
AK,76,area_code_415,False,True,22,160.1,107,168.7,136,23.2,102,9.5,4,3,False
NY,161,area_code_415,False,False,0,332.9,67,317.8,97,160.6,128,5.4,9,4,True
NV,107,area_code_510,True,False,0,234.1,91,163.1,105,282.5,100,10.0,3,1,False
MD,51,area_code_510,False,True,28,276.7,121,203.7,99,246.2,88,8.3,3,0,False
SC,41,area_code_408,False,False,0,237.8,92,223.5,155,217.4,90,10.2,6,2,False
ND,118,area_code_415,False,False,0,77.6,113,126.9,75,191.0,79,14.9,4,1,False
NY,125,area_code_415,False,False,0,233.3,65,209.8,93,210.6,109,9.1,4,1,False
KY,122,area_code_415,False,False,0,128.9,136,244.4,133,148.7,133,10.7,5,0,False
MS,79,area_code_415,False,False,0,161.6,94,187.5,110,220.8,71,10.3,7,2,False
DE,97,area_code_408,False,False,0,169.2,91,224.6,122,108.0,115,13.0,5,1,False
VT,157,area_code_510,False,False,0,168.6,71,205.1,48,175.8,88,5.9,2,3,False
FL,85,area_code_408,True,False,0,116.2,86,229.7,127,204.2,109,10.1,3,3,False
MA,93,area_code_415,False,True,31,237.2,85,213.1,100,192.7,87,10.7,4,1,False
NM,177,area_code_408,False,True,29,189.0,91,303.1,96,163.6,116,15.7,1,3,False
MD,74,area_code_415,False,False,0,155.7,116,173.7,63,257.4,97,8.1,4,0,False
NJ,93,area_code_415,True,True,20,187.5,110,169.8,94,175.3,127,12.1,4,1,False
UT,93,area_code_415,False,False,0,164.9,68,210.4,86,229.4,104,7.8,4,2,False
ID,82,area_code_415,False,False,0,266.9,83,229.7,74,251.7,99,11.0,6,3,True
NJ,24,area_code_408,False,False,0,265.6,86,208.8,102,182.5,105,11.1,6,2,True
CT,84,area_code_510,False,True,42,165.3,97,223.5,118,260.8,72,7.6,7,3,False
MN,57,area_code_415,False,False,0,272.7,74,224.9,85,178.2,104,10.5,3,2,True
MN,37,area_code_415,False,True,20,264.7,81,216.5,110,210.7,102,10.4,7,0,False
CT,15,area_code_415,False,False,0,185.1,103,193.8,148,305.2,79,13.2,6,5,False
WI,73,area_code_415,False,False,0,157.1,109,268.8,83,181.5,91,10.0,8,0,False
CO,76,area_code_408,False,True,26,214.6,110,205.2,87,134.6,140,8.1,2,1,False
KS,86,area_code_408,False,True,23,225.5,107,246.3,105,245.7,81,9.8,2,0,False
ND,147,area_code_408,False,False,0,205.3,95,166.7,128,240.6,84,7.8,4,1,False
DC,86,area_code_415,False,True,29,189.3,107,221.3,101,325.6,137,13.8,3,1,False
MI,101,area_code_510,False,False,0,190.7,72,208.6,103,203.8,111,8.8,8,1,False
DC,65,area_code_408,False,False,0,244.5,72,206.2,88,299.8,110,7.6,1,5,True
PA,86,area_code_510,False,False,0,212.8,79,90.9,145,152.3,67,11.9,3,2,False
VA,95,area_code_415,False,False,0,197.0,88,190.4,68,211.9,104,16.1,8,0,False
LA,158,area_code_408,False,False,0,202.0,126,163.5,86,195.4,84,10.4,6,1,False
IA,126,area_code_408,False,True,27,186.2,78,189.6,83,76.5,139,9.6,3,2,False
IA,92,area_code_510,False,True,25,134.0,112,206.0,111,180.6,118,9.7,4,0,False
OH,135,area_code_415,False,False,0,218.8,123,242.8,64,85.8,80,10.3,3,4,False
KY,81,area_code_510,False,False,0,79.4,99,144.7,90,204.7,114,9.1,5,0,False
OH,132,area_code_415,False,True,10,182.9,54,292.4,68,142.3,116,11.5,4,0,False
ID,68,area_code_510,False,True,30,122.9,93,233.5,91,199.5,144,9.6,2,2,False
PA,77,area_code_510,False,True,24,149.4,74,123.9,72,174.3,84,10.1,6,1,False
LA,44,area_code_510,False,False,0,189.7,122,178.9,72,244.7,93,9.8,5,0,False
OK,82,area_code_510,False,False,0,329.8,73,208.3,120,267.1,102,10.6,6,0,True
VT,93,area_code_408,False,True,32,138.1,91,167.3,72,238.9,115,6.8,3,2,False
NJ,74,area_code_415,False,False,0,230.9,93,223.0,78,157.8,101,9.7,2,3,False
WV,148,area_code_415,False,True,26,244.9,150,118.0,138,236.0,91,15.2,4,2,False
AK,88,area_code_415,False,True,37,181.7,88,237.4,106,209.1,111,9.5,5,2,False
WV,7,area_code_510,False,False,0,170.2,83,137.2,123,188.0,67,11.1,7,2,False
DC,115,area_code_510,False,True,29,222.6,81,190.3,109,201.2,87,11.5,2,1,False
ID,130,area_code_510,False,False,0,140.9,68,217.5,109,123.6,96,13.6,4,3,False
TX,109,area_code_510,True,False,0,159.6,136,151.0,126,142.1,53,7.3,4,4,True
VA,132,area_code_510,False,False,0,81.1,86,245.2,72,237.0,115,10.3,2,0,False
TX,140,area_code_415,False,False,0,93.2,109,197.6,116,219.8,94,10.5,2,1,False
ME,163,area_code_415,False,False,0,122.4,129,113.4,108,180.2,97,12.5,7,1,False
WA,134,area_code_408,False,False,0,208.3,86,253.6,89,291.0,86,12.6,3,1,False
VA,117,area_code_408,False,False,0,97.1,98,228.0,131,240.0,111,10.6,3,1,False
AK,146,area_code_510,True,False,0,163.5,85,224.8,149,253.1,116,9.8,4,1,False
ND,79,area_code_408,False,False,0,205.7,123,214.5,108,226.1,106,6.7,18,1,False
PA,137,area_code_415,False,False,0,215.9,76,145.4,118,186.9,129,12.1,4,1,False
NV,137,area_code_415,True,False,0,135.1,95,134.1,102,223.1,81,12.3,2,2,True
WA,60,area_code_415,True,False,0,205.9,97,277.4,117,202.0,139,11.0,2,0,True
UT,57,area_code_415,False,False,0,202.0,100,168.9,90,231.8,119,3.4,4,1,False
IL,151,area_code_415,True,False,0,198.7,70,209.5,106,281.9,126,12.4,4,0,False
VT,63,area_code_415,False,False,0,142.5,92,208.3,102,228.9,120,7.5,2,2,False
NC,112,area_code_415,False,False,0,193.3,96,264.1,123,128.6,115,9.1,3,4,False
RI,117,area_code_408,False,True,13,207.6,65,152.7,77,232.8,95,9.7,3,1,False
IN,77,area_code_408,False,False,0,185.9,95,212.0,98,282.3,81,11.3,4,3,False
MI,61,area_code_415,False,False,0,188.9,105,153.6,116,213.3,106,10.2,2,2,False
NM,117,area_code_415,False,False,0,143.3,103,211.3,108,185.2,96,11.5,3,1,False
TN,103,area_code_415,False,False,0,141.3,123,253.6,87,215.8,96,6.4,2,1,False
WV,82,area_code_408,False,False,0,143.7,116,170.7,99,287.7,95,7.8,5,1,False
NC,115,area_code_510,True,False,0,251.3,69,252.5,96,118.3,112,9.9,1,3,True
UT,116,area_code_415,False,True,24,232.9,90,152.1,94,344.3,82,10.7,6,1,False
MN,173,area_code_510,False,False,0,291.8,143,214.3,134,151.2,119,9.9,2,0,True
VT,57,area_code_415,False,False,0,166.4,114,76.8,119,260.1,77,10.9,3,3,False
AK,78,area_code_510,False,False,0,190.3,88,194.5,89,256.5,109,11.7,5,2,False
ID,99,area_code_415,False,False,0,145.6,106,98.3,106,230.8,83,10.9,5,1,False
CO,132,area_code_415,False,False,0,197.8,66,133.9,119,177.3,94,10.9,3,4,True
UT,118,area_code_415,False,True,24,118.1,83,109.6,72,245.5,73,16.9,2,1,False
WV,87,area_code_415,False,False,0,124.3,91,173.4,105,256.3,109,7.5,5,3,False
UT,81,area_code_510,False,False,0,154.5,84,216.2,91,229.8,82,13.7,3,1,False
AL,71,area_code_415,False,False,0,103.3,103,138.5,79,164.8,98,9.0,2,2,False
OH,154,area_code_415,False,True,14,183.0,113,187.0,144,181.1,112,10.2,3,1,False
OR,99,area_code_408,False,False,0,221.0,118,138.8,104,198.6,96,12.1,4,0,False
KY,96,area_code_415,False,True,40,108.6,90,206.4,154,126.3,118,13.4,4,0,False
NV,183,area_code_415,False,False,0,116.7,92,213.8,112,214.3,112,9.7,6,2,False
WY,97,area_code_510,True,False,0,236.9,107,157.6,105,241.0,120,7.3,2,0,True
KY,80,area_code_408,False,False,0,209.9,74,195.1,77,208.2,119,8.8,4,2,False
CA,92,area_code_408,False,False,0,249.4,118,211.5,95,169.0,116,9.1,3,0,False
NH,97,area_code_408,False,True,28,283.1,93,185.4,98,312.8,78,6.1,8,1,False
TX,108,area_code_415,False,False,0,133.1,52,256.3,103,247.2,118,11.9,3,3,False
DE,110,area_code_510,False,False,0,148.5,115,276.4,84,193.6,112,12.4,3,1,False
GA,160,area_code_415,False,False,0,174.3,105,171.3,107,220.8,131,8.3,2,0,False
MI,136,area_code_415,False,True,24,50.1,134,295.8,89,111.8,115,11.0,6,0,False
SD,122,area_code_415,True,True,40,216.4,80,249.7,90,185.9,99,12.7,4,1,False
PA,134,area_code_408,False,False,0,205.3,122,240.5,155,179.1,107,5.0,9,1,False
ID,83,area_code_415,True,True,32,94.7,111,154.4,98,200.4,109,10.6,6,2,False
MI,173,area_code_415,True,True,18,127.2,89,130.7,114,229.7,115,11.2,5,2,False
IL,84,area_code_510,False,False,0,181.5,129,130.7,112,186.5,118,8.5,4,1,False
ME,57,area_code_415,False,False,0,221.1,101,236.7,65,252.3,137,9.5,1,0,False
OH,98,area_code_510,False,True,29,111.1,105,217.9,101,248.1,108,6.6,3,2,False
NY,119,area_code_408,False,False,0,153.2,131,116.6,85,218.5,74,10.1,5,1,False
MT,103,area_code_510,False,True,35,110.5,101,208.3,81,87.4,77,13.9,2,4,True
NE,127,area_code_510,True,False,0,180.9,114,209.5,118,249.9,105,7.4,4,2,False
MT,74,area_code_408,False,False,0,174.1,96,251.1,94,257.6,123,8.3,5,2,True
WY,105,area_code_408,False,False,0,160.3,86,195.2,80,163.3,109,12.7,3,2,False
MI,100,area_code_510,False,True,21,86.1,95,189.9,126,201.3,113,11.7,4,0,False
MA,104,area_code_415,False,False,0,285.3,75,130.8,111,181.8,99,10.5,2,2,False
TX,95,area_code_510,False,False,0,135.2,93,285.9,123,228.1,112,10.0,2,3,False
MN,162,area_code_510,False,True,46,224.9,97,188.2,84,254.6,61,12.1,2,0,False
NJ,59,area_code_510,True,True,31,225.0,78,191.3,79,226.7,79,9.1,3,1,False
VA,100,area_code_415,False,False,0,200.7,151,290.8,127,186.7,105,10.2,9,1,False
KY,131,area_code_415,False,False,0,166.5,129,210.2,107,257.2,93,9.9,5,1,False
CO,60,area_code_408,False,False,0,125.1,99,248.8,62,211.3,79,11.2,3,3,False
